,Altitude,Latitude,Longitude,Ano,Mês,Máximos,Município/Posto,Bacia
8087,2.0,-6.6714,-34.9539,2003.0,10.0,18.7,Baía da Traição,Mamanguape
8099,2.0,-6.6714,-34.9539,2004.0,10.0,6.8,Baía da Traição,Mamanguape
8111,2.0,-6.6714,-34.9539,2005.0,10.0,18.0,Baía da Traição,Mamanguape
8123,2.0,-6.6714,-34.9539,2006.0,10.0,2.6,Baía da Traição,Mamanguape
8135,2.0,-6.6714,-34.9539,2007.0,10.0,5.1,Baía da Traição,Mamanguape
8147,2.0,-6.6714,-34.9539,2008.0,10.0,16.3,Baía da Traição,Mamanguape
8159,2.0,-6.6714,-34.9539,2009.0,10.0,2.7,Baía da Traição,Mamanguape
8171,2.0,-6.6714,-34.9539,2010.0,10.0,4.7,Baía da Traição,Mamanguape
8183,2.0,-6.6714,-34.9539,2011.0,10.0,12.2,Baía da Traição,Mamanguape
8195,2.0,-6.6714,-34.9539,2012.0,10.0,7.1,Baía da Traição,Mamanguape
8207,2.0,-6.6714,-34.9539,2013.0,10.0,5.3,Baía da Traição,Mamanguape
8219,2.0,-6.6714,-34.9539,2014.0,10.0,3.5,Baía da Traição,Mamanguape
8231,2.0,-6.6714,-34.9539,2015.0,10.0,3.6,Baía da Traição,Mamanguape
8243,2.0,-6.6714,-34.9539,2016.0,10.0,5.0,Baía da Traição,Mamanguape
8255,2.0,-6.6714,-34.9539,2017.0,10.0,6.1,Baía da Traição,Mamanguape
8267,2.0,-6.6714,-34.9539,2018.0,10.0,1.8,Baía da Traição,Mamanguape
8279,2.0,-6.6714,-34.9539,2019.0,10.0,14.8,Baía da Traição,Mamanguape
8291,2.0,-6.6714,-34.9539,2020.0,10.0,24.5,Baía da Traição,Mamanguape
8303,2.0,-6.6714,-34.9539,2021.0,10.0,4.8,Baía da Traição,Mamanguape
8315,2.0,-6.6714,-34.9539,2022.0,10.0,5.1,Baía da Traição,Mamanguape
8327,2.0,-6.6714,-34.9539,2023.0,10.0,8.1,Baía da Traição,Mamanguape
8004,2.0,-6.6714,-34.9539,1996.0,11.0,7.4,Baía da Traição,Mamanguape
8016,2.0,-6.6714,-34.9539,1997.0,11.0,2.4,Baía da Traição,Mamanguape
8256,2.0,-6.6714,-34.9539,2017.0,11.0,0.0,Baía da Traição,Mamanguape
8268,2.0,-6.6714,-34.9539,2018.0,11.0,2.5,Baía da Traição,Mamanguape
8280,2.0,-6.6714,-34.9539,2019.0,11.0,1.8,Baía da Traição,Mamanguape
7993,2.0,-6.6714,-34.9539,1995.0,12.0,0.1,Baía da Traição,Mamanguape
8005,2.0,-6.6714,-34.9539,1996.0,12.0,5.6,Baía da Traição,Mamanguape
8017,2.0,-6.6714,-34.9539,1997.0,12.0,27.1,Baía da Traição,Mamanguape
8029,2.0,-6.6714,-34.9539,1998.0,12.0,3.8,Baía da Traição,Mamanguape
8041,2.0,-6.6714,-34.9539,1999.0,12.0,11.0,Baía da Traição,Mamanguape
8053,2.0,-6.6714,-34.9539,2000.0,12.0,10.4,Baía da Traição,Mamanguape
8065,2.0,-6.6714,-34.9539,2001.0,12.0,30.0,Baía da Traição,Mamanguape
8077,2.0,-6.6714,-34.9539,2002.0,12.0,1.7,Baía da Traição,Mamanguape
8089,2.0,-6.6714,-34.9539,2003.0,12.0,55.0,Baía da Traição,Mamanguape
8101,2.0,-6.6714,-34.9539,2004.0,12.0,11.7,Baía da Traição,Mamanguape
8113,2.0,-6.6714,-34.9539,2005.0,12.0,8.0,Baía da Traição,Mamanguape
8125,2.0,-6.6714,-34.9539,2006.0,12.0,11.0,Baía da Traição,Mamanguape
8137,2.0,-6.6714,-34.9539,2007.0,12.0,8.2,Baía da Traição,Mamanguape
8149,2.0,-6.6714,-34.9539,2008.0,12.0,2.1,Baía da Traição,Mamanguape
8161,2.0,-6.6714,-34.9539,2009.0,12.0,12.7,Baía da Traição,Mamanguape
8173,2.0,-6.6714,-34.9539,2010.0,12.0,17.2,Baía da Traição,Mamanguape
8185,2.0,-6.6714,-34.9539,2011.0,12.0,6.5,Baía da Traição,Mamanguape
8197,2.0,-6.6714,-34.9539,2012.0,12.0,0.8,Baía da Traição,Mamanguape
8209,2.0,-6.6714,-34.9539,2013.0,12.0,13.7,Baía da Traição,Mamanguape
8221,2.0,-6.6714,-34.9539,2014.0,12.0,16.2,Baía da Traição,Mamanguape
8233,2.0,-6.6714,-34.9539,2015.0,12.0,91.9,Baía da Traição,Mamanguape
8245,2.0,-6.6714,-34.9539,2016.0,12.0,24.9,Baía da Traição,Mamanguape
8257,2.0,-6.6714,-34.9539,2017.0,12.0,10.2,Baía da Traição,Mamanguape
8269,2.0,-6.6714,-34.9539,2018.0,12.0,11.0,Baía da Traição,Mamanguape
8281,2.0,-6.6714,-34.9539,2019.0,12.0,7.2,Baía da Traição,Mamanguape
8293,2.0,-6.6714,-34.9539,2020.0,12.0,15.3,Baía da Traição,Mamanguape
8305,2.0,-6.6714,-34.9539,2021.0,12.0,23.2,Baía da Traição,Mamanguape
8317,2.0,-6.6714,-34.9539,2022.0,12.0,5.4,Baía da Traição,Mamanguape
8329,2.0,-6.6714,-34.9539,2023.0,12.0,11.6,Baía da Traição,Mamanguape
6025,520.0,-6.7514,-35.6342,1994.0,1.0,25.0,Bananeiras,Mamanguape
6037,520.0,-6.7514,-35.6342,1995.0,1.0,14.2,Bananeiras,Mamanguape
6049,520.0,-6.7514,-35.6342,1996.0,1.0,35.2,Bananeiras,Mamanguape
6061,520.0,-6.7514,-35.6342,1997.0,1.0,13.4,Bananeiras,Mamanguape
6073,520.0,-6.7514,-35.6342,1998.0,1.0,22.0,Bananeiras,Mamanguape
6085,520.0,-6.7514,-35.6342,1999.0,1.0,27.5,Bananeiras,Mamanguape
6097,520.0,-6.7514,-35.6342,2000.0,1.0,43.2,Bananeiras,Mamanguape
6109,520.0,-6.7514,-35.6342,2001.0,1.0,26.5,Bananeiras,Mamanguape
6121,520.0,-6.7514,-35.6342,2002.0,1.0,33.0,Bananeiras,Mamanguape
6133,520.0,-6.7514,-35.6342,2003.0,1.0,44.0,Bananeiras,Mamanguape
6145,520.0,-6.7514,-35.6342,2004.0,1.0,74.2,Bananeiras,Mamanguape
6157,520.0,-6.7514,-35.6342,2005.0,1.0,54.0,Bananeiras,Mamanguape
6169,520.0,-6.7514,-35.6342,2006.0,1.0,3.2,Bananeiras,Mamanguape
6181,520.0,-6.7514,-35.6342,2007.0,1.0,11.0,Bananeiras,Mamanguape
6193,520.0,-6.7514,-35.6342,2008.0,1.0,24.1,Bananeiras,Mamanguape
6205,520.0,-6.7514,-35.6342,2009.0,1.0,51.3,Bananeiras,Mamanguape
6217,520.0,-6.7514,-35.6342,2010.0,1.0,24.0,Bananeiras,Mamanguape
6229,520.0,-6.7514,-35.6342,2011.0,1.0,52.0,Bananeiras,Mamanguape
6241,520.0,-6.7514,-35.6342,2012.0,1.0,42.4,Bananeiras,Mamanguape
6253,520.0,-6.7514,-35.6342,2013.0,1.0,20.0,Bananeiras,Mamanguape
6265,520.0,-6.7514,-35.6342,2014.0,1.0,83.3,Bananeiras,Mamanguape
6277,520.0,-6.7514,-35.6342,2015.0,1.0,7.5,Bananeiras,Mamanguape
6289,520.0,-6.7514,-35.6342,2016.0,1.0,30.0,Bananeiras,Mamanguape
6301,520.0,-6.7514,-35.6342,2017.0,1.0,26.0,Bananeiras,Mamanguape
6313,520.0,-6.7514,-35.6342,2018.0,1.0,46.7,Bananeiras,Mamanguape
6325,520.0,-6.7514,-35.6342,2019.0,1.0,20.7,Bananeiras,Mamanguape
6337,520.0,-6.7514,-35.6342,2020.0,1.0,17.6,Bananeiras,Mamanguape
6349,520.0,-6.7514,-35.6342,2021.0,1.0,6.3,Bananeiras,Mamanguape
6361,520.0,-6.7514,-35.6342,2022.0,1.0,30.0,Bananeiras,Mamanguape
6373,520.0,-6.7514,-35.6342,2023.0,1.0,37.5,Bananeiras,Mamanguape
6385,520.0,-6.7514,-35.6342,2024.0,1.0,15.0,Bananeiras,Mamanguape
6314,520.0,-6.7514,-35.6342,2018.0,2.0,66.5,Bananeiras,Mamanguape
6027,520.0,-6.7514,-35.6342,1994.0,3.0,34.3,Bananeiras,Mamanguape
6039,520.0,-6.7514,-35.6342,1995.0,3.0,21.2,Bananeiras,Mamanguape
6051,520.0,-6.7514,-35.6342,1996.0,3.0,40.0,Bananeiras,Mamanguape
6063,520.0,-6.7514,-35.6342,1997.0,3.0,58.5,Bananeiras,Mamanguape
6075,520.0,-6.7514,-35.6342,1998.0,3.0,27.9,Bananeiras,Mamanguape
6087,520.0,-6.7514,-35.6342,1999.0,3.0,44.0,Bananeiras,Mamanguape
6099,520.0,-6.7514,-35.6342,2000.0,3.0,20.4,Bananeiras,Mamanguape
6111,520.0,-6.7514,-35.6342,2001.0,3.0,41.8,Bananeiras,Mamanguape
6123,520.0,-6.7514,-35.6342,2002.0,3.0,24.0,Bananeiras,Mamanguape
6135,520.0,-6.7514,-35.6342,2003.0,3.0,41.8,Bananeiras,Mamanguape
6147,520.0,-6.7514,-35.6342,2004.0,3.0,24.8,Bananeiras,Mamanguape
6159,520.0,-6.7514,-35.6342,2005.0,3.0,38.0,Bananeiras,Mamanguape
6171,520.0,-6.7514,-35.6342,2006.0,3.0,63.2,Bananeiras,Mamanguape
6183,520.0,-6.7514,-35.6342,2007.0,3.0,39.4,Bananeiras,Mamanguape
6195,520.0,-6.7514,-35.6342,2008.0,3.0,78.7,Bananeiras,Mamanguape
6207,520.0,-6.7514,-35.6342,2009.0,3.0,35.2,Bananeiras,Mamanguape
6219,520.0,-6.7514,-35.6342,2010.0,3.0,38.5,Bananeiras,Mamanguape
6231,520.0,-6.7514,-35.6342,2011.0,3.0,96.6,Bananeiras,Mamanguape
6243,520.0,-6.7514,-35.6342,2012.0,3.0,5.4,Bananeiras,Mamanguape
6255,520.0,-6.7514,-35.6342,2013.0,3.0,14.0,Bananeiras,Mamanguape
6267,520.0,-6.7514,-35.6342,2014.0,3.0,58.4,Bananeiras,Mamanguape
6279,520.0,-6.7514,-35.6342,2015.0,3.0,27.2,Bananeiras,Mamanguape
6291,520.0,-6.7514,-35.6342,2016.0,3.0,107.0,Bananeiras,Mamanguape
6303,520.0,-6.7514,-35.6342,2017.0,3.0,34.4,Bananeiras,Mamanguape
6315,520.0,-6.7514,-35.6342,2018.0,3.0,63.8,Bananeiras,Mamanguape
6327,520.0,-6.7514,-35.6342,2019.0,3.0,39.2,Bananeiras,Mamanguape
6339,520.0,-6.7514,-35.6342,2020.0,3.0,42.5,Bananeiras,Mamanguape
6351,520.0,-6.7514,-35.6342,2021.0,3.0,46.5,Bananeiras,Mamanguape
6363,520.0,-6.7514,-35.6342,2022.0,3.0,77.5,Bananeiras,Mamanguape
6375,520.0,-6.7514,-35.6342,2023.0,3.0,40.0,Bananeiras,Mamanguape
6316,520.0,-6.7514,-35.6342,2018.0,4.0,57.1,Bananeiras,Mamanguape
6029,520.0,-6.7514,-35.6342,1994.0,5.0,33.3,Bananeiras,Mamanguape
6041,520.0,-6.7514,-35.6342,1995.0,5.0,42.6,Bananeiras,Mamanguape
6053,520.0,-6.7514,-35.6342,1996.0,5.0,12.0,Bananeiras,Mamanguape
6065,520.0,-6.7514,-35.6342,1997.0,5.0,81.0,Bananeiras,Mamanguape
6077,520.0,-6.7514,-35.6342,1998.0,5.0,15.4,Bananeiras,Mamanguape
6089,520.0,-6.7514,-35.6342,1999.0,5.0,65.7,Bananeiras,Mamanguape
6101,520.0,-6.7514,-35.6342,2000.0,5.0,42.5,Bananeiras,Mamanguape
6113,520.0,-6.7514,-35.6342,2001.0,5.0,8.3,Bananeiras,Mamanguape
6125,520.0,-6.7514,-35.6342,2002.0,5.0,51.5,Bananeiras,Mamanguape
6137,520.0,-6.7514,-35.6342,2003.0,5.0,35.4,Bananeiras,Mamanguape
6149,520.0,-6.7514,-35.6342,2004.0,5.0,64.0,Bananeiras,Mamanguape
6161,520.0,-6.7514,-35.6342,2005.0,5.0,45.0,Bananeiras,Mamanguape
6173,520.0,-6.7514,-35.6342,2006.0,5.0,39.0,Bananeiras,Mamanguape
6185,520.0,-6.7514,-35.6342,2007.0,5.0,29.4,Bananeiras,Mamanguape
6197,520.0,-6.7514,-35.6342,2008.0,5.0,25.6,Bananeiras,Mamanguape
6209,520.0,-6.7514,-35.6342,2009.0,5.0,46.6,Bananeiras,Mamanguape
6221,520.0,-6.7514,-35.6342,2010.0,5.0,19.1,Bananeiras,Mamanguape
6233,520.0,-6.7514,-35.6342,2011.0,5.0,72.5,Bananeiras,Mamanguape
6245,520.0,-6.7514,-35.6342,2012.0,5.0,17.1,Bananeiras,Mamanguape
6257,520.0,-6.7514,-35.6342,2013.0,5.0,35.6,Bananeiras,Mamanguape
6269,520.0,-6.7514,-35.6342,2014.0,5.0,32.8,Bananeiras,Mamanguape
6281,520.0,-6.7514,-35.6342,2015.0,5.0,19.7,Bananeiras,Mamanguape
6293,520.0,-6.7514,-35.6342,2016.0,5.0,48.8,Bananeiras,Mamanguape
6305,520.0,-6.7514,-35.6342,2017.0,5.0,32.7,Bananeiras,Mamanguape
6317,520.0,-6.7514,-35.6342,2018.0,5.0,18.5,Bananeiras,Mamanguape
6329,520.0,-6.7514,-35.6342,2019.0,5.0,19.1,Bananeiras,Mamanguape
6341,520.0,-6.7514,-35.6342,2020.0,5.0,37.3,Bananeiras,Mamanguape
6353,520.0,-6.7514,-35.6342,2021.0,5.0,19.5,Bananeiras,Mamanguape
6365,520.0,-6.7514,-35.6342,2022.0,5.0,97.0,Bananeiras,Mamanguape
6377,520.0,-6.7514,-35.6342,2023.0,5.0,27.5,Bananeiras,Mamanguape
6318,520.0,-6.7514,-35.6342,2018.0,6.0,34.1,Bananeiras,Mamanguape
6031,520.0,-6.7514,-35.6342,1994.0,7.0,66.4,Bananeiras,Mamanguape
6043,520.0,-6.7514,-35.6342,1995.0,7.0,40.2,Bananeiras,Mamanguape
6055,520.0,-6.7514,-35.6342,1996.0,7.0,21.0,Bananeiras,Mamanguape
6067,520.0,-6.7514,-35.6342,1997.0,7.0,30.0,Bananeiras,Mamanguape
6079,520.0,-6.7514,-35.6342,1998.0,7.0,30.0,Bananeiras,Mamanguape
6091,520.0,-6.7514,-35.6342,1999.0,7.0,16.0,Bananeiras,Mamanguape
6103,520.0,-6.7514,-35.6342,2000.0,7.0,96.0,Bananeiras,Mamanguape
6115,520.0,-6.7514,-35.6342,2001.0,7.0,25.5,Bananeiras,Mamanguape
6127,520.0,-6.7514,-35.6342,2002.0,7.0,30.2,Bananeiras,Mamanguape
6139,520.0,-6.7514,-35.6342,2003.0,7.0,54.0,Bananeiras,Mamanguape
6151,520.0,-6.7514,-35.6342,2004.0,7.0,53.0,Bananeiras,Mamanguape
6163,520.0,-6.7514,-35.6342,2005.0,7.0,14.8,Bananeiras,Mamanguape
6175,520.0,-6.7514,-35.6342,2006.0,7.0,37.0,Bananeiras,Mamanguape
6187,520.0,-6.7514,-35.6342,2007.0,7.0,23.4,Bananeiras,Mamanguape
6199,520.0,-6.7514,-35.6342,2008.0,7.0,82.2,Bananeiras,Mamanguape
6211,520.0,-6.7514,-35.6342,2009.0,7.0,60.0,Bananeiras,Mamanguape
6223,520.0,-6.7514,-35.6342,2010.0,7.0,22.0,Bananeiras,Mamanguape
6235,520.0,-6.7514,-35.6342,2011.0,7.0,84.4,Bananeiras,Mamanguape
6247,520.0,-6.7514,-35.6342,2012.0,7.0,33.7,Bananeiras,Mamanguape
6259,520.0,-6.7514,-35.6342,2013.0,7.0,39.1,Bananeiras,Mamanguape
6271,520.0,-6.7514,-35.6342,2014.0,7.0,18.8,Bananeiras,Mamanguape
6283,520.0,-6.7514,-35.6342,2015.0,7.0,56.8,Bananeiras,Mamanguape
6295,520.0,-6.7514,-35.6342,2016.0,7.0,13.0,Bananeiras,Mamanguape
6307,520.0,-6.7514,-35.6342,2017.0,7.0,75.2,Bananeiras,Mamanguape
6319,520.0,-6.7514,-35.6342,2018.0,7.0,34.0,Bananeiras,Mamanguape
6331,520.0,-6.7514,-35.6342,2019.0,7.0,65.9,Bananeiras,Mamanguape
6343,520.0,-6.7514,-35.6342,2020.0,7.0,95.0,Bananeiras,Mamanguape
6355,520.0,-6.7514,-35.6342,2021.0,7.0,25.3,Bananeiras,Mamanguape
6367,520.0,-6.7514,-35.6342,2022.0,7.0,85.5,Bananeiras,Mamanguape
6379,520.0,-6.7514,-35.6342,2023.0,7.0,32.0,Bananeiras,Mamanguape
6032,520.0,-6.7514,-35.6342,1994.0,8.0,56.8,Bananeiras,Mamanguape
6044,520.0,-6.7514,-35.6342,1995.0,8.0,11.8,Bananeiras,Mamanguape
6056,520.0,-6.7514,-35.6342,1996.0,8.0,21.5,Bananeiras,Mamanguape
6068,520.0,-6.7514,-35.6342,1997.0,8.0,25.0,Bananeiras,Mamanguape
6080,520.0,-6.7514,-35.6342,1998.0,8.0,46.0,Bananeiras,Mamanguape
6092,520.0,-6.7514,-35.6342,1999.0,8.0,24.5,Bananeiras,Mamanguape
6104,520.0,-6.7514,-35.6342,2000.0,8.0,41.4,Bananeiras,Mamanguape
6116,520.0,-6.7514,-35.6342,2001.0,8.0,14.2,Bananeiras,Mamanguape
6128,520.0,-6.7514,-35.6342,2002.0,8.0,35.3,Bananeiras,Mamanguape
6140,520.0,-6.7514,-35.6342,2003.0,8.0,22.9,Bananeiras,Mamanguape
6152,520.0,-6.7514,-35.6342,2004.0,8.0,35.5,Bananeiras,Mamanguape
6164,520.0,-6.7514,-35.6342,2005.0,8.0,54.4,Bananeiras,Mamanguape
6176,520.0,-6.7514,-35.6342,2006.0,8.0,57.0,Bananeiras,Mamanguape
6188,520.0,-6.7514,-35.6342,2007.0,8.0,38.2,Bananeiras,Mamanguape
6200,520.0,-6.7514,-35.6342,2008.0,8.0,123.4,Bananeiras,Mamanguape
6212,520.0,-6.7514,-35.6342,2009.0,8.0,85.2,Bananeiras,Mamanguape
6224,520.0,-6.7514,-35.6342,2010.0,8.0,16.2,Bananeiras,Mamanguape
6236,520.0,-6.7514,-35.6342,2011.0,8.0,18.3,Bananeiras,Mamanguape
6248,520.0,-6.7514,-35.6342,2012.0,8.0,7.3,Bananeiras,Mamanguape
6260,520.0,-6.7514,-35.6342,2013.0,8.0,33.3,Bananeiras,Mamanguape
6272,520.0,-6.7514,-35.6342,2014.0,8.0,44.0,Bananeiras,Mamanguape
6284,520.0,-6.7514,-35.6342,2015.0,8.0,10.0,Bananeiras,Mamanguape
6296,520.0,-6.7514,-35.6342,2016.0,8.0,13.0,Bananeiras,Mamanguape
6308,520.0,-6.7514,-35.6342,2017.0,8.0,16.5,Bananeiras,Mamanguape
6320,520.0,-6.7514,-35.6342,2018.0,8.0,8.5,Bananeiras,Mamanguape
6332,520.0,-6.7514,-35.6342,2019.0,8.0,17.0,Bananeiras,Mamanguape
6344,520.0,-6.7514,-35.6342,2020.0,8.0,4.4,Bananeiras,Mamanguape
6356,520.0,-6.7514,-35.6342,2021.0,8.0,29.7,Bananeiras,Mamanguape
6368,520.0,-6.7514,-35.6342,2022.0,8.0,41.0,Bananeiras,Mamanguape
6380,520.0,-6.7514,-35.6342,2023.0,8.0,52.0,Bananeiras,Mamanguape
6309,520.0,-6.7514,-35.6342,2017.0,9.0,13.9,Bananeiras,Mamanguape
6321,520.0,-6.7514,-35.6342,2018.0,9.0,5.7,Bananeiras,Mamanguape
6034,520.0,-6.7514,-35.6342,1994.0,10.0,0.0,Bananeiras,Mamanguape
6046,520.0,-6.7514,-35.6342,1995.0,10.0,4.6,Bananeiras,Mamanguape
6058,520.0,-6.7514,-35.6342,1996.0,10.0,11.0,Bananeiras,Mamanguape
6070,520.0,-6.7514,-35.6342,1997.0,10.0,2.2,Bananeiras,Mamanguape
6082,520.0,-6.7514,-35.6342,1998.0,10.0,7.6,Bananeiras,Mamanguape
6094,520.0,-6.7514,-35.6342,1999.0,10.0,15.5,Bananeiras,Mamanguape
6106,520.0,-6.7514,-35.6342,2000.0,10.0,5.5,Bananeiras,Mamanguape
6118,520.0,-6.7514,-35.6342,2001.0,10.0,3.9,Bananeiras,Mamanguape
6130,520.0,-6.7514,-35.6342,2002.0,10.0,13.8,Bananeiras,Mamanguape
6142,520.0,-6.7514,-35.6342,2003.0,10.0,15.0,Bananeiras,Mamanguape
6154,520.0,-6.7514,-35.6342,2004.0,10.0,0.0,Bananeiras,Mamanguape
6166,520.0,-6.7514,-35.6342,2005.0,10.0,0.5,Bananeiras,Mamanguape
6178,520.0,-6.7514,-35.6342,2006.0,10.0,0.0,Bananeiras,Mamanguape
6190,520.0,-6.7514,-35.6342,2007.0,10.0,13.4,Bananeiras,Mamanguape
6202,520.0,-6.7514,-35.6342,2008.0,10.0,6.9,Bananeiras,Mamanguape
6214,520.0,-6.7514,-35.6342,2009.0,10.0,3.6,Bananeiras,Mamanguape
6226,520.0,-6.7514,-35.6342,2010.0,10.0,0.8,Bananeiras,Mamanguape
6238,520.0,-6.7514,-35.6342,2011.0,10.0,6.1,Bananeiras,Mamanguape
6250,520.0,-6.7514,-35.6342,2012.0,10.0,13.5,Bananeiras,Mamanguape
6262,520.0,-6.7514,-35.6342,2013.0,10.0,16.7,Bananeiras,Mamanguape
6274,520.0,-6.7514,-35.6342,2014.0,10.0,27.0,Bananeiras,Mamanguape
6286,520.0,-6.7514,-35.6342,2015.0,10.0,22.7,Bananeiras,Mamanguape
6298,520.0,-6.7514,-35.6342,2016.0,10.0,8.0,Bananeiras,Mamanguape
6310,520.0,-6.7514,-35.6342,2017.0,10.0,8.8,Bananeiras,Mamanguape
6322,520.0,-6.7514,-35.6342,2018.0,10.0,5.5,Bananeiras,Mamanguape
6334,520.0,-6.7514,-35.6342,2019.0,10.0,22.4,Bananeiras,Mamanguape
6346,520.0,-6.7514,-35.6342,2020.0,10.0,9.1,Bananeiras,Mamanguape
6358,520.0,-6.7514,-35.6342,2021.0,10.0,38.0,Bananeiras,Mamanguape
6370,520.0,-6.7514,-35.6342,2022.0,10.0,8.3,Bananeiras,Mamanguape
6382,520.0,-6.7514,-35.6342,2023.0,10.0,2.5,Bananeiras,Mamanguape
6311,520.0,-6.7514,-35.6342,2017.0,11.0,2.2,Bananeiras,Mamanguape
6323,520.0,-6.7514,-35.6342,2018.0,11.0,1.5,Bananeiras,Mamanguape
6335,520.0,-6.7514,-35.6342,2019.0,11.0,0.0,Bananeiras,Mamanguape
6347,520.0,-6.7514,-35.6342,2020.0,11.0,14.9,Bananeiras,Mamanguape
6036,520.0,-6.7514,-35.6342,1994.0,12.0,30.0,Bananeiras,Mamanguape
6048,520.0,-6.7514,-35.6342,1995.0,12.0,0.0,Bananeiras,Mamanguape
6060,520.0,-6.7514,-35.6342,1996.0,12.0,6.0,Bananeiras,Mamanguape
6072,520.0,-6.7514,-35.6342,1997.0,12.0,22.0,Bananeiras,Mamanguape
6084,520.0,-6.7514,-35.6342,1998.0,12.0,8.0,Bananeiras,Mamanguape
6096,520.0,-6.7514,-35.6342,1999.0,12.0,12.8,Bananeiras,Mamanguape
6108,520.0,-6.7514,-35.6342,2000.0,12.0,13.0,Bananeiras,Mamanguape
6120,520.0,-6.7514,-35.6342,2001.0,12.0,16.2,Bananeiras,Mamanguape
6132,520.0,-6.7514,-35.6342,2002.0,12.0,11.5,Bananeiras,Mamanguape
6144,520.0,-6.7514,-35.6342,2003.0,12.0,22.0,Bananeiras,Mamanguape
6156,520.0,-6.7514,-35.6342,2004.0,12.0,0.0,Bananeiras,Mamanguape
6168,520.0,-6.7514,-35.6342,2005.0,12.0,8.6,Bananeiras,Mamanguape
6180,520.0,-6.7514,-35.6342,2006.0,12.0,14.0,Bananeiras,Mamanguape
6192,520.0,-6.7514,-35.6342,2007.0,12.0,11.6,Bananeiras,Mamanguape
6204,520.0,-6.7514,-35.6342,2008.0,12.0,6.5,Bananeiras,Mamanguape
6216,520.0,-6.7514,-35.6342,2009.0,12.0,3.1,Bananeiras,Mamanguape
6228,520.0,-6.7514,-35.6342,2010.0,12.0,22.0,Bananeiras,Mamanguape
6240,520.0,-6.7514,-35.6342,2011.0,12.0,14.2,Bananeiras,Mamanguape
6252,520.0,-6.7514,-35.6342,2012.0,12.0,1.9,Bananeiras,Mamanguape
6264,520.0,-6.7514,-35.6342,2013.0,12.0,18.4,Bananeiras,Mamanguape
6276,520.0,-6.7514,-35.6342,2014.0,12.0,10.7,Bananeiras,Mamanguape
6288,520.0,-6.7514,-35.6342,2015.0,12.0,21.5,Bananeiras,Mamanguape
6300,520.0,-6.7514,-35.6342,2016.0,12.0,53.3,Bananeiras,Mamanguape
6312,520.0,-6.7514,-35.6342,2017.0,12.0,2.9,Bananeiras,Mamanguape
6324,520.0,-6.7514,-35.6342,2018.0,12.0,10.0,Bananeiras,Mamanguape
6336,520.0,-6.7514,-35.6342,2019.0,12.0,3.8,Bananeiras,Mamanguape
6348,520.0,-6.7514,-35.6342,2020.0,12.0,4.2,Bananeiras,Mamanguape
6360,520.0,-6.7514,-35.6342,2021.0,12.0,22.9,Bananeiras,Mamanguape
6372,520.0,-6.7514,-35.6342,2022.0,12.0,8.4,Bananeiras,Mamanguape
6384,520.0,-6.7514,-35.6342,2023.0,12.0,25.0,Bananeiras,Mamanguape
6398,0.0,-6.6428,-36.2556,2007.0,1.0,5.9,Baraúna,Jacu
6410,0.0,-6.6428,-36.2556,2008.0,1.0,25.5,Baraúna,Jacu
6422,0.0,-6.6428,-36.2556,2009.0,1.0,22.7,Baraúna,Jacu
6434,0.0,-6.6428,-36.2556,2010.0,1.0,32.3,Baraúna,Jacu
6446,0.0,-6.6428,-36.2556,2011.0,1.0,62.0,Baraúna,Jacu
6458,0.0,-6.6428,-36.2556,2012.0,1.0,38.0,Baraúna,Jacu
6470,0.0,-6.6428,-36.2556,2013.0,1.0,0.0,Baraúna,Jacu
6482,0.0,-6.6428,-36.2556,2014.0,1.0,0.0,Baraúna,Jacu
6494,0.0,-6.6428,-36.2556,2015.0,1.0,0.0,Baraúna,Jacu
6506,0.0,-6.6428,-36.2556,2016.0,1.0,22.0,Baraúna,Jacu
6518,0.0,-6.6428,-36.2556,2017.0,1.0,0.0,Baraúna,Jacu
6530,0.0,-6.6428,-36.2556,2018.0,1.0,1.5,Baraúna,Jacu
6542,0.0,-6.6428,-36.2556,2019.0,1.0,70.0,Baraúna,Jacu
6554,0.0,-6.6428,-36.2556,2020.0,1.0,30.0,Baraúna,Jacu
6566,0.0,-6.6428,-36.2556,2021.0,1.0,0.0,Baraúna,Jacu
6578,0.0,-6.6428,-36.2556,2022.0,1.0,37.0,Baraúna,Jacu
6590,0.0,-6.6428,-36.2556,2023.0,1.0,10.0,Baraúna,Jacu
6602,0.0,-6.6428,-36.2556,2024.0,1.0,17.0,Baraúna,Jacu
6555,0.0,-6.6428,-36.2556,2020.0,2.0,1.0,Baraúna,Jacu
6579,0.0,-6.6428,-36.2556,2022.0,2.0,0.0,Baraúna,Jacu
6388,0.0,-6.6428,-36.2556,2006.0,3.0,26.0,Baraúna,Jacu
6400,0.0,-6.6428,-36.2556,2007.0,3.0,28.3,Baraúna,Jacu
6412,0.0,-6.6428,-36.2556,2008.0,3.0,51.7,Baraúna,Jacu
6424,0.0,-6.6428,-36.2556,2009.0,3.0,38.2,Baraúna,Jacu
6436,0.0,-6.6428,-36.2556,2010.0,3.0,48.0,Baraúna,Jacu
6448,0.0,-6.6428,-36.2556,2011.0,3.0,25.0,Baraúna,Jacu
6460,0.0,-6.6428,-36.2556,2012.0,3.0,2.5,Baraúna,Jacu
6472,0.0,-6.6428,-36.2556,2013.0,3.0,10.5,Baraúna,Jacu
6484,0.0,-6.6428,-36.2556,2014.0,3.0,6.0,Baraúna,Jacu
