,Altitude,Latitude,Longitude,Ano,Mês,Máximos,Município/Posto,Bacia
54261,0.0,-6.5744,-38.5111,2016.0,1.0,38.0,Poço de José de Moura,Peixe
54273,0.0,-6.5744,-38.5111,2017.0,1.0,25.3,Poço de José de Moura,Peixe
54285,0.0,-6.5744,-38.5111,2018.0,1.0,22.0,Poço de José de Moura,Peixe
54297,0.0,-6.5744,-38.5111,2019.0,1.0,83.0,Poço de José de Moura,Peixe
54309,0.0,-6.5744,-38.5111,2020.0,1.0,51.0,Poço de José de Moura,Peixe
54321,0.0,-6.5744,-38.5111,2021.0,1.0,20.8,Poço de José de Moura,Peixe
54333,0.0,-6.5744,-38.5111,2022.0,1.0,71.0,Poço de José de Moura,Peixe
54345,0.0,-6.5744,-38.5111,2023.0,1.0,52.0,Poço de José de Moura,Peixe
54357,0.0,-6.5744,-38.5111,2024.0,1.0,62.8,Poço de José de Moura,Peixe
54131,0.0,-6.5744,-38.5111,2005.0,3.0,30.0,Poço de José de Moura,Peixe
54143,0.0,-6.5744,-38.5111,2006.0,3.0,35.1,Poço de José de Moura,Peixe
54155,0.0,-6.5744,-38.5111,2007.0,3.0,11.0,Poço de José de Moura,Peixe
54167,0.0,-6.5744,-38.5111,2008.0,3.0,67.5,Poço de José de Moura,Peixe
54179,0.0,-6.5744,-38.5111,2009.0,3.0,70.0,Poço de José de Moura,Peixe
54191,0.0,-6.5744,-38.5111,2010.0,3.0,45.0,Poço de José de Moura,Peixe
54203,0.0,-6.5744,-38.5111,2011.0,3.0,17.3,Poço de José de Moura,Peixe
54215,0.0,-6.5744,-38.5111,2012.0,3.0,13.5,Poço de José de Moura,Peixe
54227,0.0,-6.5744,-38.5111,2013.0,3.0,84.0,Poço de José de Moura,Peixe
54239,0.0,-6.5744,-38.5111,2014.0,3.0,63.0,Poço de José de Moura,Peixe
54251,0.0,-6.5744,-38.5111,2015.0,3.0,32.0,Poço de José de Moura,Peixe
54263,0.0,-6.5744,-38.5111,2016.0,3.0,34.4,Poço de José de Moura,Peixe
54275,0.0,-6.5744,-38.5111,2017.0,3.0,25.0,Poço de José de Moura,Peixe
54287,0.0,-6.5744,-38.5111,2018.0,3.0,42.1,Poço de José de Moura,Peixe
54299,0.0,-6.5744,-38.5111,2019.0,3.0,91.6,Poço de José de Moura,Peixe
54311,0.0,-6.5744,-38.5111,2020.0,3.0,54.3,Poço de José de Moura,Peixe
54323,0.0,-6.5744,-38.5111,2021.0,3.0,40.8,Poço de José de Moura,Peixe
54335,0.0,-6.5744,-38.5111,2022.0,3.0,35.3,Poço de José de Moura,Peixe
54347,0.0,-6.5744,-38.5111,2023.0,3.0,45.8,Poço de José de Moura,Peixe
54133,0.0,-6.5744,-38.5111,2005.0,5.0,20.0,Poço de José de Moura,Peixe
54145,0.0,-6.5744,-38.5111,2006.0,5.0,144.3,Poço de José de Moura,Peixe
54157,0.0,-6.5744,-38.5111,2007.0,5.0,54.0,Poço de José de Moura,Peixe
54169,0.0,-6.5744,-38.5111,2008.0,5.0,44.0,Poço de José de Moura,Peixe
54181,0.0,-6.5744,-38.5111,2009.0,5.0,39.0,Poço de José de Moura,Peixe
54193,0.0,-6.5744,-38.5111,2010.0,5.0,28.3,Poço de José de Moura,Peixe
54205,0.0,-6.5744,-38.5111,2011.0,5.0,32.0,Poço de José de Moura,Peixe
54217,0.0,-6.5744,-38.5111,2012.0,5.0,30.6,Poço de José de Moura,Peixe
54229,0.0,-6.5744,-38.5111,2013.0,5.0,20.4,Poço de José de Moura,Peixe
54241,0.0,-6.5744,-38.5111,2014.0,5.0,29.5,Poço de José de Moura,Peixe
54253,0.0,-6.5744,-38.5111,2015.0,5.0,14.5,Poço de José de Moura,Peixe
54265,0.0,-6.5744,-38.5111,2016.0,5.0,39.3,Poço de José de Moura,Peixe
54277,0.0,-6.5744,-38.5111,2017.0,5.0,29.6,Poço de José de Moura,Peixe
54289,0.0,-6.5744,-38.5111,2018.0,5.0,5.8,Poço de José de Moura,Peixe
54301,0.0,-6.5744,-38.5111,2019.0,5.0,14.0,Poço de José de Moura,Peixe
54313,0.0,-6.5744,-38.5111,2020.0,5.0,18.7,Poço de José de Moura,Peixe
54325,0.0,-6.5744,-38.5111,2021.0,5.0,36.4,Poço de José de Moura,Peixe
54337,0.0,-6.5744,-38.5111,2022.0,5.0,38.2,Poço de José de Moura,Peixe
54349,0.0,-6.5744,-38.5111,2023.0,5.0,26.3,Poço de José de Moura,Peixe
54290,0.0,-6.5744,-38.5111,2018.0,6.0,3.8,Poço de José de Moura,Peixe
54135,0.0,-6.5744,-38.5111,2005.0,7.0,20.0,Poço de José de Moura,Peixe
54147,0.0,-6.5744,-38.5111,2006.0,7.0,8.7,Poço de José de Moura,Peixe
54159,0.0,-6.5744,-38.5111,2007.0,7.0,10.0,Poço de José de Moura,Peixe
54171,0.0,-6.5744,-38.5111,2008.0,7.0,29.0,Poço de José de Moura,Peixe
54183,0.0,-6.5744,-38.5111,2009.0,7.0,11.0,Poço de José de Moura,Peixe
54195,0.0,-6.5744,-38.5111,2010.0,7.0,0.0,Poço de José de Moura,Peixe
54207,0.0,-6.5744,-38.5111,2011.0,7.0,9.0,Poço de José de Moura,Peixe
54219,0.0,-6.5744,-38.5111,2012.0,7.0,8.1,Poço de José de Moura,Peixe
54231,0.0,-6.5744,-38.5111,2013.0,7.0,39.6,Poço de José de Moura,Peixe
54243,0.0,-6.5744,-38.5111,2014.0,7.0,57.0,Poço de José de Moura,Peixe
54255,0.0,-6.5744,-38.5111,2015.0,7.0,5.5,Poço de José de Moura,Peixe
54267,0.0,-6.5744,-38.5111,2016.0,7.0,0.0,Poço de José de Moura,Peixe
54279,0.0,-6.5744,-38.5111,2017.0,7.0,50.5,Poço de José de Moura,Peixe
54291,0.0,-6.5744,-38.5111,2018.0,7.0,1.0,Poço de José de Moura,Peixe
54303,0.0,-6.5744,-38.5111,2019.0,7.0,11.7,Poço de José de Moura,Peixe
54315,0.0,-6.5744,-38.5111,2020.0,7.0,2.5,Poço de José de Moura,Peixe
54327,0.0,-6.5744,-38.5111,2021.0,7.0,48.6,Poço de José de Moura,Peixe
54339,0.0,-6.5744,-38.5111,2022.0,7.0,23.9,Poço de José de Moura,Peixe
54351,0.0,-6.5744,-38.5111,2023.0,7.0,19.4,Poço de José de Moura,Peixe
54136,0.0,-6.5744,-38.5111,2005.0,8.0,0.0,Poço de José de Moura,Peixe
54148,0.0,-6.5744,-38.5111,2006.0,8.0,10.0,Poço de José de Moura,Peixe
54160,0.0,-6.5744,-38.5111,2007.0,8.0,0.0,Poço de José de Moura,Peixe
54172,0.0,-6.5744,-38.5111,2008.0,8.0,9.7,Poço de José de Moura,Peixe
54184,0.0,-6.5744,-38.5111,2009.0,8.0,66.0,Poço de José de Moura,Peixe
54196,0.0,-6.5744,-38.5111,2010.0,8.0,0.0,Poço de José de Moura,Peixe
54208,0.0,-6.5744,-38.5111,2011.0,8.0,1.5,Poço de José de Moura,Peixe
54220,0.0,-6.5744,-38.5111,2012.0,8.0,0.0,Poço de José de Moura,Peixe
54232,0.0,-6.5744,-38.5111,2013.0,8.0,14.0,Poço de José de Moura,Peixe
54244,0.0,-6.5744,-38.5111,2014.0,8.0,0.0,Poço de José de Moura,Peixe
54256,0.0,-6.5744,-38.5111,2015.0,8.0,0.0,Poço de José de Moura,Peixe
54268,0.0,-6.5744,-38.5111,2016.0,8.0,0.0,Poço de José de Moura,Peixe
54280,0.0,-6.5744,-38.5111,2017.0,8.0,0.0,Poço de José de Moura,Peixe
54292,0.0,-6.5744,-38.5111,2018.0,8.0,13.7,Poço de José de Moura,Peixe
54304,0.0,-6.5744,-38.5111,2019.0,8.0,3.5,Poço de José de Moura,Peixe
54316,0.0,-6.5744,-38.5111,2020.0,8.0,0.0,Poço de José de Moura,Peixe
54328,0.0,-6.5744,-38.5111,2021.0,8.0,0.0,Poço de José de Moura,Peixe
54340,0.0,-6.5744,-38.5111,2022.0,8.0,49.8,Poço de José de Moura,Peixe
54352,0.0,-6.5744,-38.5111,2023.0,8.0,0.0,Poço de José de Moura,Peixe
54281,0.0,-6.5744,-38.5111,2017.0,9.0,3.1,Poço de José de Moura,Peixe
54293,0.0,-6.5744,-38.5111,2018.0,9.0,0.0,Poço de José de Moura,Peixe
54305,0.0,-6.5744,-38.5111,2019.0,9.0,0.0,Poço de José de Moura,Peixe
54329,0.0,-6.5744,-38.5111,2021.0,9.0,0.0,Poço de José de Moura,Peixe
54341,0.0,-6.5744,-38.5111,2022.0,9.0,0.0,Poço de José de Moura,Peixe
54353,0.0,-6.5744,-38.5111,2023.0,9.0,0.0,Poço de José de Moura,Peixe
54138,0.0,-6.5744,-38.5111,2005.0,10.0,0.0,Poço de José de Moura,Peixe
54150,0.0,-6.5744,-38.5111,2006.0,10.0,0.0,Poço de José de Moura,Peixe
54162,0.0,-6.5744,-38.5111,2007.0,10.0,0.0,Poço de José de Moura,Peixe
54174,0.0,-6.5744,-38.5111,2008.0,10.0,0.0,Poço de José de Moura,Peixe
54186,0.0,-6.5744,-38.5111,2009.0,10.0,0.0,Poço de José de Moura,Peixe
54198,0.0,-6.5744,-38.5111,2010.0,10.0,103.6,Poço de José de Moura,Peixe
54210,0.0,-6.5744,-38.5111,2011.0,10.0,23.7,Poço de José de Moura,Peixe
54222,0.0,-6.5744,-38.5111,2012.0,10.0,0.0,Poço de José de Moura,Peixe
54234,0.0,-6.5744,-38.5111,2013.0,10.0,0.0,Poço de José de Moura,Peixe
54246,0.0,-6.5744,-38.5111,2014.0,10.0,11.3,Poço de José de Moura,Peixe
54258,0.0,-6.5744,-38.5111,2015.0,10.0,0.0,Poço de José de Moura,Peixe
54270,0.0,-6.5744,-38.5111,2016.0,10.0,0.0,Poço de José de Moura,Peixe
54282,0.0,-6.5744,-38.5111,2017.0,10.0,8.0,Poço de José de Moura,Peixe
54294,0.0,-6.5744,-38.5111,2018.0,10.0,0.0,Poço de José de Moura,Peixe
54306,0.0,-6.5744,-38.5111,2019.0,10.0,0.0,Poço de José de Moura,Peixe
54318,0.0,-6.5744,-38.5111,2020.0,10.0,0.0,Poço de José de Moura,Peixe
54330,0.0,-6.5744,-38.5111,2021.0,10.0,0.0,Poço de José de Moura,Peixe
54342,0.0,-6.5744,-38.5111,2022.0,10.0,12.0,Poço de José de Moura,Peixe
54354,0.0,-6.5744,-38.5111,2023.0,10.0,0.0,Poço de José de Moura,Peixe
54283,0.0,-6.5744,-38.5111,2017.0,11.0,0.0,Poço de José de Moura,Peixe
54295,0.0,-6.5744,-38.5111,2018.0,11.0,41.1,Poço de José de Moura,Peixe
54307,0.0,-6.5744,-38.5111,2019.0,11.0,0.0,Poço de José de Moura,Peixe
54128,0.0,-6.5744,-38.5111,2004.0,12.0,6.4,Poço de José de Moura,Peixe
54140,0.0,-6.5744,-38.5111,2005.0,12.0,17.7,Poço de José de Moura,Peixe
54152,0.0,-6.5744,-38.5111,2006.0,12.0,20.0,Poço de José de Moura,Peixe
54164,0.0,-6.5744,-38.5111,2007.0,12.0,14.0,Poço de José de Moura,Peixe
54176,0.0,-6.5744,-38.5111,2008.0,12.0,46.0,Poço de José de Moura,Peixe
54188,0.0,-6.5744,-38.5111,2009.0,12.0,0.0,Poço de José de Moura,Peixe
54200,0.0,-6.5744,-38.5111,2010.0,12.0,39.0,Poço de José de Moura,Peixe
54212,0.0,-6.5744,-38.5111,2011.0,12.0,0.0,Poço de José de Moura,Peixe
54224,0.0,-6.5744,-38.5111,2012.0,12.0,0.0,Poço de José de Moura,Peixe
54236,0.0,-6.5744,-38.5111,2013.0,12.0,62.0,Poço de José de Moura,Peixe
54248,0.0,-6.5744,-38.5111,2014.0,12.0,5.7,Poço de José de Moura,Peixe
54260,0.0,-6.5744,-38.5111,2015.0,12.0,5.2,Poço de José de Moura,Peixe
54272,0.0,-6.5744,-38.5111,2016.0,12.0,48.5,Poço de José de Moura,Peixe
54284,0.0,-6.5744,-38.5111,2017.0,12.0,14.2,Poço de José de Moura,Peixe
54296,0.0,-6.5744,-38.5111,2018.0,12.0,11.2,Poço de José de Moura,Peixe
54308,0.0,-6.5744,-38.5111,2019.0,12.0,0.0,Poço de José de Moura,Peixe
54320,0.0,-6.5744,-38.5111,2020.0,12.0,2.8,Poço de José de Moura,Peixe
54332,0.0,-6.5744,-38.5111,2021.0,12.0,45.7,Poço de José de Moura,Peixe
54344,0.0,-6.5744,-38.5111,2022.0,12.0,28.8,Poço de José de Moura,Peixe
54356,0.0,-6.5744,-38.5111,2023.0,12.0,9.4,Poço de José de Moura,Peixe
53488,184.0,-6.7719,-37.8006,1994.0,1.0,57.0,Pombal,Piancó
53500,184.0,-6.7719,-37.8006,1995.0,1.0,5.0,Pombal,Piancó
53512,184.0,-6.7719,-37.8006,1996.0,1.0,30.2,Pombal,Piancó
53524,184.0,-6.7719,-37.8006,1997.0,1.0,29.0,Pombal,Piancó
53536,184.0,-6.7719,-37.8006,1998.0,1.0,55.1,Pombal,Piancó
53548,184.0,-6.7719,-37.8006,1999.0,1.0,18.2,Pombal,Piancó
53560,184.0,-6.7719,-37.8006,2000.0,1.0,22.6,Pombal,Piancó
53572,184.0,-6.7719,-37.8006,2001.0,1.0,4.8,Pombal,Piancó
53584,184.0,-6.7719,-37.8006,2002.0,1.0,95.4,Pombal,Piancó
53596,184.0,-6.7719,-37.8006,2003.0,1.0,72.0,Pombal,Piancó
53608,184.0,-6.7719,-37.8006,2004.0,1.0,223.0,Pombal,Piancó
53620,184.0,-6.7719,-37.8006,2005.0,1.0,6.0,Pombal,Piancó
53632,184.0,-6.7719,-37.8006,2006.0,1.0,2.3,Pombal,Piancó
53644,184.0,-6.7719,-37.8006,2007.0,1.0,2.1,Pombal,Piancó
53656,184.0,-6.7719,-37.8006,2008.0,1.0,51.0,Pombal,Piancó
53668,184.0,-6.7719,-37.8006,2009.0,1.0,42.8,Pombal,Piancó
53680,184.0,-6.7719,-37.8006,2010.0,1.0,51.7,Pombal,Piancó
53692,184.0,-6.7719,-37.8006,2011.0,1.0,45.1,Pombal,Piancó
53704,184.0,-6.7719,-37.8006,2012.0,1.0,18.8,Pombal,Piancó
53716,184.0,-6.7719,-37.8006,2013.0,1.0,46.2,Pombal,Piancó
53728,184.0,-6.7719,-37.8006,2014.0,1.0,0.0,Pombal,Piancó
53740,184.0,-6.7719,-37.8006,2015.0,1.0,0.0,Pombal,Piancó
53752,184.0,-6.7719,-37.8006,2016.0,1.0,27.1,Pombal,Piancó
53764,184.0,-6.7719,-37.8006,2017.0,1.0,47.5,Pombal,Piancó
53776,184.0,-6.7719,-37.8006,2018.0,1.0,26.7,Pombal,Piancó
53788,184.0,-6.7719,-37.8006,2019.0,1.0,40.7,Pombal,Piancó
53800,184.0,-6.7719,-37.8006,2020.0,1.0,69.5,Pombal,Piancó
53812,184.0,-6.7719,-37.8006,2021.0,1.0,9.4,Pombal,Piancó
53824,184.0,-6.7719,-37.8006,2022.0,1.0,65.5,Pombal,Piancó
53836,184.0,-6.7719,-37.8006,2023.0,1.0,54.8,Pombal,Piancó
53848,184.0,-6.7719,-37.8006,2024.0,1.0,70.5,Pombal,Piancó
53490,184.0,-6.7719,-37.8006,1994.0,3.0,19.6,Pombal,Piancó
53502,184.0,-6.7719,-37.8006,1995.0,3.0,118.4,Pombal,Piancó
53514,184.0,-6.7719,-37.8006,1996.0,3.0,27.2,Pombal,Piancó
53526,184.0,-6.7719,-37.8006,1997.0,3.0,43.6,Pombal,Piancó
53538,184.0,-6.7719,-37.8006,1998.0,3.0,85.0,Pombal,Piancó
53550,184.0,-6.7719,-37.8006,1999.0,3.0,66.2,Pombal,Piancó
53562,184.0,-6.7719,-37.8006,2000.0,3.0,46.8,Pombal,Piancó
53574,184.0,-6.7719,-37.8006,2001.0,3.0,51.2,Pombal,Piancó
53586,184.0,-6.7719,-37.8006,2002.0,3.0,39.4,Pombal,Piancó
53598,184.0,-6.7719,-37.8006,2003.0,3.0,61.2,Pombal,Piancó
53610,184.0,-6.7719,-37.8006,2004.0,3.0,78.7,Pombal,Piancó
53622,184.0,-6.7719,-37.8006,2005.0,3.0,47.7,Pombal,Piancó
53634,184.0,-6.7719,-37.8006,2006.0,3.0,112.0,Pombal,Piancó
53646,184.0,-6.7719,-37.8006,2007.0,3.0,17.7,Pombal,Piancó
53658,184.0,-6.7719,-37.8006,2008.0,3.0,105.0,Pombal,Piancó
53670,184.0,-6.7719,-37.8006,2009.0,3.0,98.2,Pombal,Piancó
53682,184.0,-6.7719,-37.8006,2010.0,3.0,65.7,Pombal,Piancó
53694,184.0,-6.7719,-37.8006,2011.0,3.0,8.9,Pombal,Piancó
53706,184.0,-6.7719,-37.8006,2012.0,3.0,9.9,Pombal,Piancó
53718,184.0,-6.7719,-37.8006,2013.0,3.0,86.3,Pombal,Piancó
53730,184.0,-6.7719,-37.8006,2014.0,3.0,109.0,Pombal,Piancó
